sample_col_name,INDEX,FILE_NAME,FILE_CODE,SAMPLE_NAME,LABEL,SEQUENCE,sample_type,batch_id,group_label,merged_sample_id
051 / P1_Bio_0016,51,20200304_ecoli_4GHz_0051.d,20200320154748945-2493034,20200304_Plate1_033,P1_Bio_0016,P001:059 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0016,Batch6_0304 DATA::051 / P1_Bio_0016
052 / P1_Bio_0016,52,20200304_ecoli_4GHz_0052.d,20200320154750221-2493035,20200304_Plate1_033,P1_Bio_0016,P001:060 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0016,Batch6_0304 DATA::052 / P1_Bio_0016
053 / water,53,20200304_ecoli_4GHz_0053.d,20200320154751466-2493036,ctrl_p01_c1,water,P001:061 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::053 / water
054 / water,54,20200304_ecoli_4GHz_0054.d,20200320154752530-2493037,ctrl_p01_c2,water,P001:062 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::054 / water
055 / P1_Full_0512,55,20200304_ecoli_4GHz_0055.d,20200320154753573-2493038,20200304_Plate1_025,P1_Full_0512,P001:063 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0512,Batch6_0304 DATA::055 / P1_Full_0512
056 / P1_Full_0512,56,20200304_ecoli_4GHz_0056.d,20200320154754636-2493039,20200304_Plate1_025,P1_Full_0512,P001:064 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0512,Batch6_0304 DATA::056 / P1_Full_0512
057 / P1_Full_0512,57,20200304_ecoli_4GHz_0057.d,20200320154755670-2493040,20200304_Plate1_025,P1_Full_0512,P001:065 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0512,Batch6_0304 DATA::057 / P1_Full_0512
058 / water,58,20200304_ecoli_4GHz_0058.d,20200320154756690-2493041,ctrl_p01_c1,water,P001:066 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::058 / water
059 / water,59,20200304_ecoli_4GHz_0059.d,20200320154757744-2493042,ctrl_p01_c2,water,P001:067 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::059 / water
060 / P1_Bio_0512,60,20200304_ecoli_4GHz_0060.d,20200320154758783-2493043,20200304_Plate1_039,P1_Bio_0512,P001:068 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0512,Batch6_0304 DATA::060 / P1_Bio_0512
061 / P1_Bio_0512,61,20200304_ecoli_4GHz_0061.d,20200320154759937-2493044,20200304_Plate1_039,P1_Bio_0512,P001:069 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0512,Batch6_0304 DATA::061 / P1_Bio_0512
062 / P1_Bio_0512,62,20200304_ecoli_4GHz_0062.d,20200320154801067-2493045,20200304_Plate1_039,P1_Bio_0512,P001:070 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0512,Batch6_0304 DATA::062 / P1_Bio_0512
063 / water,63,20200304_ecoli_4GHz_0063.d,20200320154802180-2493046,ctrl_p01_c1,water,P001:071 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::063 / water
064 / water,64,20200304_ecoli_4GHz_0064.d,20200320154803169-2493047,ctrl_p01_c2,water,P001:072 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::064 / water
065 / P1_SRM_2048,65,20200304_ecoli_4GHz_0065.d,20200320154804230-2493048,20200304_Plate1_013,P1_SRM_2048,P001:073 seq1,srm,Batch6_0304 DATA,P1_SRM_2048,Batch6_0304 DATA::065 / P1_SRM_2048
066 / P1_SRM_2048,66,20200304_ecoli_4GHz_0066.d,20200320154805284-2493049,20200304_Plate1_013,P1_SRM_2048,P001:074 seq1,srm,Batch6_0304 DATA,P1_SRM_2048,Batch6_0304 DATA::066 / P1_SRM_2048
067 / P1_SRM_2048,67,20200304_ecoli_4GHz_0067.d,20200320154806300-2493050,20200304_Plate1_013,P1_SRM_2048,P001:075 seq1,srm,Batch6_0304 DATA,P1_SRM_2048,Batch6_0304 DATA::067 / P1_SRM_2048
068 / water,68,20200304_ecoli_4GHz_0068.d,20200320154807432-2493051,ctrl_p01_c1,water,P001:076 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::068 / water
069 / water,69,20200304_ecoli_4GHz_0069.d,20200320154808541-2493052,ctrl_p01_c2,water,P001:077 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::069 / water
070 / P1_PP_0004,70,20200304_ecoli_4GHz_0070.d,20200320154809553-2493053,20200304_Plate1_073,P1_PP_0004,P001:078 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0004,Batch6_0304 DATA::070 / P1_PP_0004
071 / P1_PP_0004,71,20200304_ecoli_4GHz_0071.d,20200320154810631-2493054,20200304_Plate1_073,P1_PP_0004,P001:079 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0004,Batch6_0304 DATA::071 / P1_PP_0004
072 / P1_PP_0004,72,20200304_ecoli_4GHz_0072.d,20200320154811693-2493055,20200304_Plate1_073,P1_PP_0004,P001:080 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0004,Batch6_0304 DATA::072 / P1_PP_0004
073 / water,73,20200304_ecoli_4GHz_0073.d,20200320154812744-2493056,ctrl_p01_c1,water,P001:081 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::073 / water
074 / water,74,20200304_ecoli_4GHz_0074.d,20200320154813839-2493057,ctrl_p01_c2,water,P001:082 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::074 / water
075 / water,75,20200304_ecoli_4GHz_0075.d,20200320154814908-2493058,ctrl_p01_c1,water,P001:086 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::075 / water
076 / water,76,20200304_ecoli_4GHz_0076.d,20200320154815932-2493059,ctrl_p01_c2,water,P001:087 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::076 / water
077 / P1_FA_0512,77,20200304_ecoli_4GHz_0077.d,20200320154816995-2493060,20200304_Plate1_067,P1_FA_0512,P001:088 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0512,Batch6_0304 DATA::077 / P1_FA_0512
078 / P1_FA_0512,78,20200304_ecoli_4GHz_0078.d,20200320154818014-2493061,20200304_Plate1_067,P1_FA_0512,P001:089 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0512,Batch6_0304 DATA::078 / P1_FA_0512
079 / P1_FA_0512,79,20200304_ecoli_4GHz_0079.d,20200320154819057-2493062,20200304_Plate1_067,P1_FA_0512,P001:090 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_0512,Batch6_0304 DATA::079 / P1_FA_0512
080 / water,80,20200304_ecoli_4GHz_0080.d,20200320154820102-2493063,ctrl_p01_c1,water,P001:091 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::080 / water
081 / water,81,20200304_ecoli_4GHz_0081.d,20200320154821122-2493064,ctrl_p01_c2,water,P001:092 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::081 / water
082 / P1_SRM_0002,82,20200304_ecoli_4GHz_0082.d,20200320154822153-2493065,20200304_Plate1_002,P1_SRM_0002,P001:093 seq1,srm,Batch6_0304 DATA,P1_SRM_0002,Batch6_0304 DATA::082 / P1_SRM_0002
083 / P1_SRM_0002,83,20200304_ecoli_4GHz_0083.d,20200320154823349-2493066,20200304_Plate1_002,P1_SRM_0002,P001:094 seq1,srm,Batch6_0304 DATA,P1_SRM_0002,Batch6_0304 DATA::083 / P1_SRM_0002
084 / P1_SRM_0002,84,20200304_ecoli_4GHz_0084.d,20200320154824540-2493067,20200304_Plate1_002,P1_SRM_0002,P001:095 seq1,srm,Batch6_0304 DATA,P1_SRM_0002,Batch6_0304 DATA::084 / P1_SRM_0002
085 / water,85,20200304_ecoli_4GHz_0085.d,20200320154825754-2493068,ctrl_p01_c1,water,P001:096 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::085 / water
086 / water,86,20200304_ecoli_4GHz_0086.d,20200320154826913-2493069,ctrl_p01_c2,water,P001:097 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::086 / water
087 / P1_Bio_0256,87,20200304_ecoli_4GHz_0087.d,20200320154828044-2493070,20200304_Plate1_038,P1_Bio_0256,P001:098 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0256,Batch6_0304 DATA::087 / P1_Bio_0256
088 / P1_Bio_0256,88,20200304_ecoli_4GHz_0088.d,20200320154829175-2493071,20200304_Plate1_038,P1_Bio_0256,P001:099 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0256,Batch6_0304 DATA::088 / P1_Bio_0256
089 / P1_Bio_0256,89,20200304_ecoli_4GHz_0089.d,20200320154830344-2493072,20200304_Plate1_038,P1_Bio_0256,P001:100 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0256,Batch6_0304 DATA::089 / P1_Bio_0256
090 / water,90,20200304_ecoli_4GHz_0090.d,20200320154831384-2493073,ctrl_p01_c1,water,P001:101 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::090 / water
091 / water,91,20200304_ecoli_4GHz_0091.d,20200320154832527-2493074,ctrl_p01_c2,water,P001:102 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::091 / water
092 / P1_Full_0016,92,20200304_ecoli_4GHz_0092.d,20200320154833532-2493075,20200304_Plate1_019,P1_Full_0016,P001:103 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0016,Batch6_0304 DATA::092 / P1_Full_0016
093 / P1_Full_0016,93,20200304_ecoli_4GHz_0093.d,20200320154834619-2493076,20200304_Plate1_019,P1_Full_0016,P001:104 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0016,Batch6_0304 DATA::093 / P1_Full_0016
094 / P1_Full_0016,94,20200304_ecoli_4GHz_0094.d,20200320154835678-2493077,20200304_Plate1_019,P1_Full_0016,P001:105 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0016,Batch6_0304 DATA::094 / P1_Full_0016
095 / water,95,20200304_ecoli_4GHz_0095.d,20200320154836802-2493078,ctrl_p01_c1,water,P001:106 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::095 / water
096 / water,96,20200304_ecoli_4GHz_0096.d,20200320154837859-2493079,ctrl_p01_c2,water,P001:107 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::096 / water
097 / P1_AA_0008,97,20200304_ecoli_4GHz_0097.d,20200320154838866-2493080,20200304_Plate1_046,P1_AA_0008,P001:108 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0008,Batch6_0304 DATA::097 / P1_AA_0008
098 / P1_AA_0008,98,20200304_ecoli_4GHz_0098.d,20200320154840012-2493081,20200304_Plate1_046,P1_AA_0008,P001:109 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0008,Batch6_0304 DATA::098 / P1_AA_0008
099 / P1_AA_0008,99,20200304_ecoli_4GHz_0099.d,20200320154841029-2493082,20200304_Plate1_046,P1_AA_0008,P001:110 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0008,Batch6_0304 DATA::099 / P1_AA_0008
100 / water,100,20200304_ecoli_4GHz_0100.d,20200320154842080-2493083,ctrl_p01_c1,water,P001:111 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::100 / water
101 / water,101,20200304_ecoli_4GHz_0101.d,20200320154843016-2493084,ctrl_p01_c2,water,P001:112 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::101 / water
102 / P1_Full_0004,102,20200304_ecoli_4GHz_0102.d,20200320154844069-2493085,20200304_Plate1_017,P1_Full_0004,P001:113 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0004,Batch6_0304 DATA::102 / P1_Full_0004
103 / P1_Full_0004,103,20200304_ecoli_4GHz_0103.d,20200320154845137-2493086,20200304_Plate1_017,P1_Full_0004,P001:114 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0004,Batch6_0304 DATA::103 / P1_Full_0004
104 / P1_Full_0004,104,20200304_ecoli_4GHz_0104.d,20200320154846281-2493087,20200304_Plate1_017,P1_Full_0004,P001:115 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0004,Batch6_0304 DATA::104 / P1_Full_0004
105 / water,105,20200304_ecoli_4GHz_0105.d,20200320154847407-2493088,ctrl_p01_c1,water,P001:116 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::105 / water
106 / water,106,20200304_ecoli_4GHz_0106.d,20200320154848494-2493089,ctrl_p01_c2,water,P001:117 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::106 / water
107 / P1_AA_2048,107,20200304_ecoli_4GHz_0107.d,20200320154849529-2493090,20200304_Plate1_055,P1_AA_2048,P001:118 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_2048,Batch6_0304 DATA::107 / P1_AA_2048
108 / P1_AA_2048,108,20200304_ecoli_4GHz_0108.d,20200320154850551-2493091,20200304_Plate1_055,P1_AA_2048,P001:119 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_2048,Batch6_0304 DATA::108 / P1_AA_2048
109 / P1_AA_2048,109,20200304_ecoli_4GHz_0109.d,20200320154851568-2493092,20200304_Plate1_055,P1_AA_2048,P001:120 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_2048,Batch6_0304 DATA::109 / P1_AA_2048
110 / water,110,20200304_ecoli_4GHz_0110.d,20200320154852530-2493093,ctrl_p01_c1,water,P001:121 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::110 / water
111 / water,111,20200304_ecoli_4GHz_0111.d,20200320154853535-2493094,ctrl_p01_c2,water,P001:122 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::111 / water
112 / P1_Full_0001,112,20200304_ecoli_4GHz_0112.d,20200320154854530-2493095,20200304_Plate1_015,P1_Full_0001,P001:123 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0001,Batch6_0304 DATA::112 / P1_Full_0001
113 / P1_Full_0001,113,20200304_ecoli_4GHz_0113.d,20200320154855667-2493096,20200304_Plate1_015,P1_Full_0001,P001:124 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0001,Batch6_0304 DATA::113 / P1_Full_0001
114 / P1_Full_0001,114,20200304_ecoli_4GHz_0114.d,20200320154856812-2493097,20200304_Plate1_015,P1_Full_0001,P001:125 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0001,Batch6_0304 DATA::114 / P1_Full_0001
115 / water,115,20200304_ecoli_4GHz_0115.d,20200320154857975-2493098,ctrl_p01_c1,water,P001:126 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::115 / water
116 / water,116,20200304_ecoli_4GHz_0116.d,20200320154859057-2493099,ctrl_p01_c2,water,P001:127 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::116 / water
117 / water,117,20200304_ecoli_4GHz_0117.d,20200320154900097-2493100,ctrl_p01_c1,water,P001:131 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::117 / water
118 / water,118,20200304_ecoli_4GHz_0118.d,20200320154901163-2493101,ctrl_p01_c2,water,P001:132 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::118 / water
119 / P1_AA_0128,119,20200304_ecoli_4GHz_0119.d,20200320154902108-2493102,20200304_Plate1_051,P1_AA_0128,P001:133 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0128,Batch6_0304 DATA::119 / P1_AA_0128
120 / P1_AA_0128,120,20200304_ecoli_4GHz_0120.d,20200320154903138-2493103,20200304_Plate1_051,P1_AA_0128,P001:134 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0128,Batch6_0304 DATA::120 / P1_AA_0128
121 / P1_AA_0128,121,20200304_ecoli_4GHz_0121.d,20200320154904141-2493104,20200304_Plate1_051,P1_AA_0128,P001:135 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0128,Batch6_0304 DATA::121 / P1_AA_0128
122 / water,122,20200304_ecoli_4GHz_0122.d,20200320154905111-2493105,ctrl_p01_c1,water,P001:136 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::122 / water
123 / water,123,20200304_ecoli_4GHz_0123.d,20200320154906164-2493106,ctrl_p01_c2,water,P001:137 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::123 / water
124 / P1_PP_0001,124,20200304_ecoli_4GHz_0124.d,20200320154907190-2493107,20200304_Plate1_071,P1_PP_0001,P001:138 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0001,Batch6_0304 DATA::124 / P1_PP_0001
125 / P1_PP_0001,125,20200304_ecoli_4GHz_0125.d,20200320154908216-2493108,20200304_Plate1_071,P1_PP_0001,P001:139 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0001,Batch6_0304 DATA::125 / P1_PP_0001
126 / P1_PP_0001,126,20200304_ecoli_4GHz_0126.d,20200320154909322-2493109,20200304_Plate1_071,P1_PP_0001,P001:140 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_0001,Batch6_0304 DATA::126 / P1_PP_0001
127 / water,127,20200304_ecoli_4GHz_0127.d,20200320154910413-2493110,ctrl_p01_c1,water,P001:141 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::127 / water
128 / water,128,20200304_ecoli_4GHz_0128.d,20200320154911421-2493111,ctrl_p01_c2,water,P001:142 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::128 / water
129 / P1_PP_1024,129,20200304_ecoli_4GHz_0129.d,20200320154912450-2493112,20200304_Plate1_082,P1_PP_1024,P001:143 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_1024,Batch6_0304 DATA::129 / P1_PP_1024
130 / P1_PP_1024,130,20200304_ecoli_4GHz_0130.d,20200320154913520-2493113,20200304_Plate1_082,P1_PP_1024,P001:144 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_1024,Batch6_0304 DATA::130 / P1_PP_1024
131 / P1_PP_1024,131,20200304_ecoli_4GHz_0131.d,20200320154914519-2493114,20200304_Plate1_082,P1_PP_1024,P001:145 seq1,formal_or_unknown,Batch6_0304 DATA,P1_PP_1024,Batch6_0304 DATA::131 / P1_PP_1024
132 / water,132,20200304_ecoli_4GHz_0132.d,20200320154915538-2493115,ctrl_p01_c1,water,P001:146 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::132 / water
133 / water,133,20200304_ecoli_4GHz_0133.d,20200320154916586-2493116,ctrl_p01_c2,water,P001:147 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::133 / water
134 / P1_AA_0032,134,20200304_ecoli_4GHz_0134.d,20200320154917628-2493117,20200304_Plate1_048,P1_AA_0032,P001:148 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0032,Batch6_0304 DATA::134 / P1_AA_0032
135 / P1_AA_0032,135,20200304_ecoli_4GHz_0135.d,20200320154918648-2493118,20200304_Plate1_048,P1_AA_0032,P001:149 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0032,Batch6_0304 DATA::135 / P1_AA_0032
136 / P1_AA_0032,136,20200304_ecoli_4GHz_0136.d,20200320154919748-2493119,20200304_Plate1_048,P1_AA_0032,P001:150 seq1,formal_or_unknown,Batch6_0304 DATA,P1_AA_0032,Batch6_0304 DATA::136 / P1_AA_0032
137 / water,137,20200304_ecoli_4GHz_0137.d,20200320154920786-2493120,ctrl_p01_c1,water,P001:151 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::137 / water
138 / water,138,20200304_ecoli_4GHz_0138.d,20200320154921786-2493121,ctrl_p01_c2,water,P001:152 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::138 / water
139 / water,139,20200304_ecoli_4GHz_0139.d,20200320154922855-2493122,ctrl_p01_c1,water,P001:156 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::139 / water
140 / water,140,20200304_ecoli_4GHz_0140.d,20200320154923881-2493123,ctrl_p01_c2,water,P001:157 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::140 / water
141 / P1_SRM_0128,141,20200304_ecoli_4GHz_0141.d,20200320154924922-2493124,20200304_Plate1_009,P1_SRM_0128,P001:158 seq1,srm,Batch6_0304 DATA,P1_SRM_0128,Batch6_0304 DATA::141 / P1_SRM_0128
142 / P1_SRM_0128,142,20200304_ecoli_4GHz_0142.d,20200320154926025-2493125,20200304_Plate1_009,P1_SRM_0128,P001:159 seq1,srm,Batch6_0304 DATA,P1_SRM_0128,Batch6_0304 DATA::142 / P1_SRM_0128
143 / P1_SRM_0128,143,20200304_ecoli_4GHz_0143.d,20200320154927174-2493126,20200304_Plate1_009,P1_SRM_0128,P001:160 seq1,srm,Batch6_0304 DATA,P1_SRM_0128,Batch6_0304 DATA::143 / P1_SRM_0128
144 / water,144,20200304_ecoli_4GHz_0144.d,20200320154928245-2493127,ctrl_p01_c1,water,P001:161 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::144 / water
145 / water,145,20200304_ecoli_4GHz_0145.d,20200320154929317-2493128,ctrl_p01_c2,water,P001:162 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::145 / water
146 / P1_Full_0064,146,20200304_ecoli_4GHz_0146.d,20200320154930379-2493129,20200304_Plate1_022,P1_Full_0064,P001:163 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0064,Batch6_0304 DATA::146 / P1_Full_0064
147 / P1_Full_0064,147,20200304_ecoli_4GHz_0147.d,20200320154931429-2493130,20200304_Plate1_022,P1_Full_0064,P001:164 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0064,Batch6_0304 DATA::147 / P1_Full_0064
148 / P1_Full_0064,148,20200304_ecoli_4GHz_0148.d,20200320154932513-2493131,20200304_Plate1_022,P1_Full_0064,P001:165 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0064,Batch6_0304 DATA::148 / P1_Full_0064
149 / water,149,20200304_ecoli_4GHz_0149.d,20200320154933636-2493132,ctrl_p01_c1,water,P001:166 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::149 / water
150 / water,150,20200304_ecoli_4GHz_0150.d,20200320154934711-2493133,ctrl_p01_c2,water,P001:167 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::150 / water
151 / P1_Full_0002,151,20200304_ecoli_4GHz_0151.d,20200320154935757-2493134,20200304_Plate1_016,P1_Full_0002,P001:168 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0002,Batch6_0304 DATA::151 / P1_Full_0002
152 / P1_Full_0002,152,20200304_ecoli_4GHz_0152.d,20200320154936981-2493135,20200304_Plate1_016,P1_Full_0002,P001:169 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0002,Batch6_0304 DATA::152 / P1_Full_0002
153 / P1_Full_0002,153,20200304_ecoli_4GHz_0153.d,20200320154938115-2493136,20200304_Plate1_016,P1_Full_0002,P001:170 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_0002,Batch6_0304 DATA::153 / P1_Full_0002
154 / water,154,20200304_ecoli_4GHz_0154.d,20200320154939316-2493137,ctrl_p01_c1,water,P001:171 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::154 / water
155 / water,155,20200304_ecoli_4GHz_0155.d,20200320154940412-2493138,ctrl_p01_c2,water,P001:172 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::155 / water
156 / P1_Bio_0004,156,20200304_ecoli_4GHz_0156.d,20200320154941418-2493139,20200304_Plate1_031,P1_Bio_0004,P001:173 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0004,Batch6_0304 DATA::156 / P1_Bio_0004
157 / P1_Bio_0004,157,20200304_ecoli_4GHz_0157.d,20200320154942649-2493140,20200304_Plate1_031,P1_Bio_0004,P001:174 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0004,Batch6_0304 DATA::157 / P1_Bio_0004
158 / P1_Bio_0004,158,20200304_ecoli_4GHz_0158.d,20200320154943898-2493141,20200304_Plate1_031,P1_Bio_0004,P001:175 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Bio_0004,Batch6_0304 DATA::158 / P1_Bio_0004
159 / water,159,20200304_ecoli_4GHz_0159.d,20200320154945122-2493142,ctrl_p01_c1,water,P001:176 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::159 / water
160 / water,160,20200304_ecoli_4GHz_0160.d,20200320154946263-2493143,ctrl_p01_c2,water,P001:177 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::160 / water
161 / P1_Full_1024,161,20200304_ecoli_4GHz_0161.d,20200320154947331-2493144,20200304_Plate1_026,P1_Full_1024,P001:178 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_1024,Batch6_0304 DATA::161 / P1_Full_1024
162 / P1_Full_1024,162,20200304_ecoli_4GHz_0162.d,20200320154948338-2493145,20200304_Plate1_026,P1_Full_1024,P001:179 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_1024,Batch6_0304 DATA::162 / P1_Full_1024
163 / P1_Full_1024,163,20200304_ecoli_4GHz_0163.d,20200320154949375-2493146,20200304_Plate1_026,P1_Full_1024,P001:180 seq1,formal_or_unknown,Batch6_0304 DATA,P1_Full_1024,Batch6_0304 DATA::163 / P1_Full_1024
164 / water,164,20200304_ecoli_4GHz_0164.d,20200320154950460-2493147,ctrl_p01_c1,water,P001:181 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::164 / water
165 / water,165,20200304_ecoli_4GHz_0165.d,20200320154951474-2493148,ctrl_p01_c2,water,P001:182 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::165 / water
166 / P1_SRM_0001,166,20200304_ecoli_4GHz_0166.d,20200320154952685-2493149,20200304_Plate1_001,P1_SRM_0001,P001:183 seq1,srm,Batch6_0304 DATA,P1_SRM_0001,Batch6_0304 DATA::166 / P1_SRM_0001
167 / P1_SRM_0001,167,20200304_ecoli_4GHz_0167.d,20200320154953943-2493150,20200304_Plate1_001,P1_SRM_0001,P001:184 seq1,srm,Batch6_0304 DATA,P1_SRM_0001,Batch6_0304 DATA::167 / P1_SRM_0001
168 / P1_SRM_0001,168,20200304_ecoli_4GHz_0168.d,20200320154955170-2493151,20200304_Plate1_001,P1_SRM_0001,P001:185 seq1,srm,Batch6_0304 DATA,P1_SRM_0001,Batch6_0304 DATA::168 / P1_SRM_0001
169 / water,169,20200304_ecoli_4GHz_0169.d,20200320154956389-2493152,ctrl_p01_c1,water,P001:186 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::169 / water
170 / water,170,20200304_ecoli_4GHz_0170.d,20200320154957548-2493153,ctrl_p01_c2,water,P001:187 seq1 control,water,Batch6_0304 DATA,water,Batch6_0304 DATA::170 / water
171 / P1_FA_2048,171,20200304_ecoli_4GHz_0171.d,20200320154958623-2493154,20200304_Plate1_069,P1_FA_2048,P001:188 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_2048,Batch6_0304 DATA::171 / P1_FA_2048
172 / P1_FA_2048,172,20200304_ecoli_4GHz_0172.d,20200320154959662-2493155,20200304_Plate1_069,P1_FA_2048,P001:189 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_2048,Batch6_0304 DATA::172 / P1_FA_2048
173 / P1_FA_2048,173,20200304_ecoli_4GHz_0173.d,20200320155000625-2493156,20200304_Plate1_069,P1_FA_2048,P001:190 seq1,formal_or_unknown,Batch6_0304 DATA,P1_FA_2048,Batch6_0304 DATA::173 / P1_FA_2048
